id,business_name,sector,lga,annual_revenue,employee_count,registered
4094,Jackson-Becker,Finance,Badagry,206120677,382,False
4095,Thomas Ltd,Retail,Surulere,487015151,209,False
4096,Mccarthy and Sons,Manufacturing,Alimosho,285513734,185,False
4097,"Rowe, Long and Aguilar",Finance,Badagry,31116611,121,True
4098,Hall-Griffin,Manufacturing,Agege,125050083,239,False
4099,"Jones, Knapp and Miller",Manufacturing,Alimosho,244124279,191,False
4100,Hart Inc,Manufacturing,Eti-Osa,395480024,224,True
4101,Crawford and Sons,Tech,Surulere,113282131,122,True
4102,Padilla-Mcconnell,Manufacturing,Mushin,209109824,182,False
4103,Glover-Harris,Manufacturing,Surulere,193380723,459,False
4104,Mueller-Anderson,Real Estate,Victoria Island,423251973,173,False
4105,Griffin PLC,Manufacturing,Ikeja,177841897,313,True
4106,Hodges-Ramirez,Real Estate,Shomolu,220233569,116,False
4107,"Lindsey, Ross and Weaver",Finance,Ajah,73381376,275,True
4108,Anderson Group,Manufacturing,Yaba,369092133,457,True
4109,Byrd-Nelson,Tech,Victoria Island,429133738,105,False
4110,"Sims, James and Wheeler",Real Estate,Mushin,215983972,95,True
4111,"Khan, Ruiz and Harris",Finance,Shomolu,131189984,394,False
4112,"Price, Bishop and Hernandez",Manufacturing,Epe,32004492,35,False
4113,Martinez Group,Retail,Amuwo-Odofin,322843232,348,False
4114,Hanson Inc,Finance,Ikorodu,259358839,76,False
4115,Peterson LLC,Finance,Surulere,299636174,374,False
4116,"Mills, Boyle and Parker",Tech,Ikeja,263515870,195,True
4117,Preston-Sanchez,Retail,Oshodi-Isolo,121247315,64,False
4118,Baker Inc,Manufacturing,Ikeja,440972769,399,True
4119,Garcia-Caldwell,Manufacturing,Somolu,65818211,329,False
4120,Casey Ltd,Retail,Eti-Osa,390310224,416,True
4121,"Elliott, Cook and Dillon",Tech,Lekki,95505714,149,False
4122,Meyers Group,Manufacturing,Apapa,101467160,447,True
4123,Flores-Brown,Manufacturing,Epe,260934291,199,False
4124,Wells Inc,Retail,Yaba,377765238,289,True
4125,Mcguire LLC,Real Estate,Alimosho,70273856,40,False
4126,"Khan, Thompson and Koch",Tech,Ifako-Ijaiye,189546664,48,False
4127,Chambers-Smith,Finance,Ikeja,492728159,138,False
4128,Estes-Moss,Tech,Amuwo-Odofin,349924669,85,True
4129,"Logan, Hodges and Rice",Manufacturing,Victoria Island,465082309,488,True
4130,Key Inc,Real Estate,Agege,419884869,123,False
4131,Hamilton-Marshall,Real Estate,Oshodi-Isolo,38772871,195,False
4132,Monroe-Williams,Manufacturing,Ikorodu,207549225,332,False
4133,Waters-Turner,Finance,Agege,407776375,435,False
4134,"Herrera, Wheeler and Figueroa",Manufacturing,Surulere,400559384,25,True
4135,Holder-Wilcox,Manufacturing,Apapa,210107582,166,False
4136,"Moreno, Stephenson and Martin",Manufacturing,Epe,97772805,397,False
4137,Sandoval-Shannon,Manufacturing,Amuwo-Odofin,418735770,12,False
4138,"Li, Williams and Payne",Real Estate,Yaba,291977458,398,True
4139,Mccarthy-Anderson,Tech,Ikeja,39723248,198,True
4140,Johnson-Valenzuela,Tech,Somolu,353467564,279,True
4141,Matthews-Kemp,Tech,Eti-Osa,105148260,345,False
4142,"Soto, Olsen and Hurst",Real Estate,Yaba,99681793,404,True
4143,Williamson-Ward,Tech,Alimosho,29931501,460,False
4144,Ramirez-Pena,Tech,Amuwo-Odofin,366515223,245,False
4145,Williams-Jones,Manufacturing,Ikorodu,225560696,244,False
4146,"Holloway, Jimenez and Vega",Finance,Ikeja,230914307,59,False
4147,Williams and Sons,Manufacturing,Epe,164629222,263,True
4148,"Rivera, Oliver and Miller",Real Estate,Surulere,293368042,102,False
4149,"Tyler, George and Duncan",Finance,Oshodi-Isolo,296464031,11,False
4150,Davenport-Moore,Manufacturing,Apapa,391687924,289,True
4151,Williams Group,Finance,Somolu,414322022,237,True
4152,Perez Ltd,Tech,Badagry,380094627,111,False
4153,Barron Group,Manufacturing,Amuwo-Odofin,23633960,72,True
4154,Rivera LLC,Retail,Badagry,39492482,466,False
4155,"Benson, Blevins and Becker",Real Estate,Somolu,48269443,230,False
4156,Mcdonald-Warren,Retail,Surulere,182999674,88,True
4157,Hernandez and Sons,Finance,Victoria Island,166218838,489,False
4158,Holmes-Solomon,Tech,Agege,144737498,454,True
4159,Adams PLC,Real Estate,Eti-Osa,473161155,353,False
4160,Sanchez LLC,Manufacturing,Ajah,287484233,137,True
4161,Page Ltd,Real Estate,Epe,233430401,238,False
4162,Brown and Sons,Manufacturing,Yaba,295434881,367,False
4163,Williams-Rowe,Retail,Alimosho,204041129,98,True
4164,Smith-Ho,Retail,Lekki,492154271,302,True
4165,"Knight, Bowen and Garcia",Retail,Shomolu,148977337,394,False
4166,"York, Hill and Sanders",Finance,Oshodi-Isolo,494419975,106,False
4167,"Stevens, Martinez and Sexton",Retail,Shomolu,404260031,369,True
4168,Miller Ltd,Finance,Eti-Osa,79290873,172,True
4169,Dougherty LLC,Tech,Surulere,365684140,428,True
4170,"Bell, Mendoza and Shaw",Real Estate,Agege,343639073,29,False
4171,Cain-Bennett,Real Estate,Shomolu,188964446,417,True
4172,"Sanchez, Olsen and Lewis",Tech,Apapa,33654279,262,False
4173,Cervantes-Church,Manufacturing,Somolu,407831602,453,True
4174,Erickson Ltd,Manufacturing,Somolu,167068214,239,True
4175,Holmes and Sons,Tech,Lekki,439047061,314,False
4176,"Hammond, Ramsey and Morse",Retail,Shomolu,291175215,321,False
4177,Weaver LLC,Manufacturing,Somolu,311972467,40,False
4178,"Johnston, Valencia and Ward",Manufacturing,Kosofe,42869727,286,True
4179,Campbell-Cook,Real Estate,Ikorodu,85341706,203,True
4180,Patton PLC,Manufacturing,Ifako-Ijaiye,168624430,110,True
4181,Craig-Jackson,Retail,Amuwo-Odofin,174524386,429,False
4182,Mclaughlin-Hensley,Retail,Lekki,398299294,146,False
4183,Mcdonald-Ashley,Tech,Ajah,323226442,349,True
4184,Adams Ltd,Finance,Ajah,76389288,323,False
4185,"Cherry, Hall and Romero",Finance,Lekki,160507072,255,False
4186,Hart-Reyes,Real Estate,Apapa,17873883,38,False
4187,Leonard PLC,Retail,Ifako-Ijaiye,266076057,206,True
4188,"Hernandez, Smith and Blair",Tech,Ikeja,395283404,499,True
4189,Sullivan Ltd,Tech,Yaba,87060723,283,False
4190,"Romero, Perry and Allen",Tech,Lekki,433904225,300,True
4191,Atkinson-Hall,Manufacturing,Kosofe,383492754,280,False
4192,Osborne-Drake,Finance,Shomolu,409094320,345,False
4193,"Cooper, Smith and Rios",Real Estate,Kosofe,30695815,287,False
4194,"Marshall, Dennis and Duran",Finance,Lekki,19666788,133,False
4195,Bryant-Thomas,Real Estate,Alimosho,333640668,320,True
4196,Kim-Powell,Finance,Kosofe,406757490,408,True
4197,Berry Group,Finance,Ifako-Ijaiye,250368558,331,False
4198,"Wilson, Cummings and Fox",Finance,Kosofe,290996869,241,False
4199,Brooks-Vincent,Retail,Ikeja,207280246,454,False
4200,"Campbell, Graves and Burgess",Finance,Shomolu,285193124,334,False
4201,Morgan-Andrews,Real Estate,Kosofe,90684076,416,False
4202,Morris and Sons,Tech,Ikeja,84584961,396,False
4203,"Burns, Cardenas and Shaffer",Retail,Badagry,71849056,256,False
4204,Riley-Ortiz,Retail,Ajah,312749929,132,True
4205,"Martinez, Martin and Rangel",Manufacturing,Somolu,451972744,432,False
4206,Taylor-Gordon,Finance,Epe,99497590,451,False
4207,"Rogers, Mullins and Hoffman",Tech,Ifako-Ijaiye,264842632,89,True
4208,Vasquez-Berry,Finance,Apapa,145791213,184,False
4209,Nash-Davis,Tech,Somolu,84600918,449,True
4210,"Ford, Walker and Watson",Real Estate,Kosofe,184935277,14,False
4211,"Vang, Potter and Murray",Retail,Epe,201148901,423,True
4212,Matthews-Young,Tech,Somolu,361853022,208,False
4213,"Smith, Smith and Sanchez",Finance,Kosofe,176539476,436,True
4214,Cunningham Ltd,Finance,Oshodi-Isolo,64767771,307,False
4215,"Gonzalez, Martinez and Mitchell",Tech,Oshodi-Isolo,215099696,83,True
4216,"Perkins, Garcia and Williams",Tech,Lekki,90778910,476,False
4217,Norton-Cole,Retail,Ikorodu,160614448,377,True
4218,"Kent, Wolf and Herrera",Tech,Epe,118750688,78,False
4219,"Wallace, Davis and Norris",Manufacturing,Ikeja,390259855,477,True
4220,"Taylor, Garrett and Garrison",Real Estate,Eti-Osa,490674340,451,False
4221,Jones and Sons,Retail,Somolu,74165200,182,True
4222,"Barnett, Francis and Webb",Tech,Agege,484612760,376,True
4223,"Thompson, Thompson and Coffey",Retail,Ikeja,61550240,57,False
4224,"Liu, Brown and Salazar",Retail,Ikorodu,234074802,445,True
4225,Frazier-Larson,Real Estate,Ajah,170841157,23,True
4226,Lewis-Walker,Manufacturing,Kosofe,36090287,408,True
4227,Mendez Inc,Manufacturing,Victoria Island,330259301,236,True
4228,Escobar-Walton,Finance,Victoria Island,123349276,225,False
4229,Smith Ltd,Manufacturing,Agege,306577494,377,False
4230,"Booth, Spencer and Wilson",Retail,Ikeja,206041963,94,True
4231,Edwards-King,Manufacturing,Eti-Osa,497305043,324,False
4232,Hayes PLC,Real Estate,Oshodi-Isolo,412958442,182,False
4233,"Spears, Thomas and Blanchard",Tech,Agege,288990894,422,True
4234,Mendoza Inc,Retail,Surulere,484075703,107,True
4235,Williams-Farrell,Tech,Shomolu,404466418,167,False
4236,Huff PLC,Retail,Shomolu,495814056,191,True
4237,Hoffman-Franklin,Real Estate,Surulere,359243074,257,True
4238,"Armstrong, Pacheco and Jefferson",Retail,Shomolu,215163740,309,True
4239,"Sanchez, Fitzgerald and Morris",Manufacturing,Ikorodu,466478167,378,False
4240,Oconnell-Austin,Tech,Kosofe,265812730,28,True
4241,Myers PLC,Real Estate,Ajah,323555259,310,True
4242,Martin-Mccoy,Tech,Amuwo-Odofin,106956626,293,True
4243,"Gray, Herman and Wright",Tech,Yaba,346728298,97,True
4244,"Juarez, Lee and Espinoza",Manufacturing,Yaba,286178241,302,True
4245,Hunt LLC,Finance,Apapa,495951416,55,True
4246,"Gonzalez, Rangel and Brown",Real Estate,Alimosho,239170493,11,True
4247,Morgan-Shaw,Tech,Agege,143831741,114,False
4248,Robinson Ltd,Manufacturing,Amuwo-Odofin,171396434,57,False
4249,Phillips Inc,Finance,Agege,252124739,374,True
4250,"Duncan, Allen and Grimes",Real Estate,Mushin,223417216,115,True
4251,White PLC,Finance,Yaba,384020152,26,True
4252,"Davis, Lopez and Stewart",Manufacturing,Badagry,13299778,54,False
4253,Jones-Reyes,Manufacturing,Amuwo-Odofin,218681492,489,True
4254,"Carter, Gomez and Love",Finance,Surulere,486395016,26,False
4255,Gordon and Sons,Manufacturing,Kosofe,399743587,340,False
4256,Paul Group,Manufacturing,Epe,128888021,191,True
4257,Miller Group,Finance,Shomolu,333797581,108,False
4258,Davies Inc,Real Estate,Surulere,419973052,261,False
4259,"Harrison, Hansen and Clark",Tech,Eti-Osa,259557720,360,False
4260,"Hunter, Joseph and Torres",Manufacturing,Apapa,130387590,95,True
4261,Santos Ltd,Tech,Eti-Osa,10796719,208,False
4262,Bryant-Craig,Finance,Somolu,89313933,145,False
4263,Montoya-Vargas,Finance,Kosofe,106586834,334,True
4264,"Martin, Parker and Johnson",Tech,Apapa,322285268,338,False
4265,"Arnold, Jackson and Cisneros",Real Estate,Alimosho,416090398,445,True
4266,"White, Johnson and Clark",Tech,Agege,438931772,14,False
4267,Harper LLC,Tech,Ikeja,386412334,445,True
4268,"White, Myers and James",Manufacturing,Somolu,268680370,53,False
4269,Webb PLC,Tech,Victoria Island,327156357,434,True
4270,Tran-Becker,Real Estate,Epe,16789059,167,False
4271,Bradshaw PLC,Manufacturing,Apapa,438425839,319,True
4272,"Acosta, Ortiz and Lloyd",Tech,Ifako-Ijaiye,238779316,319,True
4273,"Reynolds, Walsh and White",Manufacturing,Oshodi-Isolo,200786407,397,True
4274,Gonzalez-Greene,Tech,Shomolu,196342082,380,False
4275,Adams Ltd,Real Estate,Alimosho,26302098,399,False
4276,Hayes Inc,Real Estate,Oshodi-Isolo,264694377,382,True
4277,"Terry, Johnson and Shepard",Tech,Surulere,85465497,98,True
4278,Larson-Colon,Manufacturing,Badagry,380719927,432,False
4279,Zamora Ltd,Finance,Ajah,383122954,273,False
4280,"Soto, Baldwin and Smith",Tech,Ikorodu,157732490,293,False
4281,Miller-Perez,Real Estate,Victoria Island,368808005,359,True
4282,Dalton PLC,Manufacturing,Ajah,391235138,487,False
4283,"Thompson, Blankenship and Oneill",Finance,Shomolu,152085681,299,False
4284,Walker-Pope,Real Estate,Oshodi-Isolo,105316529,30,True
4285,Mcguire-Stein,Finance,Ifako-Ijaiye,280624176,372,False
4286,"Padilla, Dean and Davis",Manufacturing,Ikorodu,472181629,64,False
4287,"Ramos, Garcia and Carter",Real Estate,Victoria Island,89853965,121,False
4288,"May, Frey and Holt",Retail,Eti-Osa,286857482,173,False
4289,Dyer PLC,Retail,Ikorodu,470502289,154,True
4290,Shannon PLC,Real Estate,Ifako-Ijaiye,283552058,297,False
4291,"Christensen, Marshall and Thomas",Finance,Ikorodu,246342241,36,False
4292,Williams-Nelson,Retail,Eti-Osa,150211137,208,False
4293,Smith LLC,Real Estate,Eti-Osa,393385992,82,True
4294,"Perez, Hebert and Bryant",Manufacturing,Amuwo-Odofin,368129748,165,True
4295,Conrad and Sons,Manufacturing,Mushin,306195469,354,True
4296,"White, Kennedy and Fernandez",Finance,Mushin,150568905,133,False
4297,Cabrera-Watkins,Retail,Oshodi-Isolo,102452915,415,False
4298,Keller and Sons,Real Estate,Ifako-Ijaiye,407435948,450,True
4299,Sheppard-Davis,Retail,Ikorodu,102654306,437,True
4300,Campos Inc,Real Estate,Ifako-Ijaiye,173798086,20,False
4301,Jackson Inc,Real Estate,Ifako-Ijaiye,375035243,389,True
4302,"Hamilton, Pena and Martin",Tech,Kosofe,139080096,47,False
4303,Good and Sons,Retail,Agege,107779734,63,False
4304,"Neal, Bates and Figueroa",Real Estate,Ajah,360243425,426,False
4305,"Case, Williams and Miller",Retail,Surulere,362650207,158,True
4306,Page Group,Retail,Kosofe,476260692,207,False
4307,Campbell PLC,Tech,Ajah,103766866,303,False
4308,Campbell Ltd,Manufacturing,Apapa,63028456,361,False
4309,Moore-Burns,Manufacturing,Alimosho,450464512,185,False
4310,"Hunter, Reed and James",Real Estate,Amuwo-Odofin,311668036,473,False
4311,Myers Ltd,Finance,Mushin,428064777,379,False
4312,Aguirre PLC,Retail,Badagry,266308369,293,True
4313,Golden and Sons,Manufacturing,Victoria Island,359936168,95,True
4314,Horton and Sons,Manufacturing,Ajah,77672881,67,False
4315,Gordon LLC,Finance,Agege,370403969,50,True
4316,Hines Inc,Real Estate,Ikorodu,496170519,29,True
4317,Chapman-Hancock,Retail,Shomolu,72936588,304,False
4318,Smith Inc,Manufacturing,Epe,31212165,236,True
4319,Leon Group,Retail,Yaba,402312798,134,False
4320,Bean-Fitzgerald,Finance,Ikeja,372501969,452,False
4321,Green-Walker,Retail,Oshodi-Isolo,378323520,236,True
4322,"Obrien, Jackson and Hubbard",Real Estate,Alimosho,410286795,169,True
4323,"Morales, Johnson and Hamilton",Real Estate,Surulere,34909194,192,False
4324,"Porter, Carney and Rogers",Retail,Badagry,415873616,256,True
4325,"Wilkinson, Bailey and Sutton",Real Estate,Lekki,187199036,375,True
4326,Aguilar-Lawson,Finance,Somolu,86739732,240,True
4327,Shelton and Sons,Retail,Agege,489420712,114,True
4328,Smith Ltd,Manufacturing,Apapa,332380847,128,True
4329,Park-Larsen,Real Estate,Alimosho,392392636,210,False
4330,Mills-Farrell,Retail,Apapa,366362585,304,False
4331,Chang Ltd,Tech,Alimosho,449097891,348,True
4332,Smith Ltd,Finance,Eti-Osa,145316104,389,True
4333,Johnson-Schneider,Finance,Epe,234102845,496,False
4334,Rodgers-Perez,Manufacturing,Amuwo-Odofin,161654525,464,True
4335,Glass-Sanchez,Finance,Surulere,234404485,20,False
4336,"Deleon, Mcintosh and Montoya",Manufacturing,Mushin,174952528,254,False
4337,Skinner-Ramos,Real Estate,Ajah,10222469,485,False
4338,Anderson-Williams,Finance,Amuwo-Odofin,235448567,37,True
4339,"Brown, Krueger and Tanner",Retail,Shomolu,163147196,217,False
4340,Smith-Nelson,Manufacturing,Epe,190792076,488,True
4341,Lopez LLC,Finance,Shomolu,295633958,154,False
4342,Calhoun-Vang,Finance,Ifako-Ijaiye,89852317,459,True
4343,"Quinn, Yang and Henderson",Tech,Yaba,75167231,173,False
4344,Carpenter LLC,Manufacturing,Victoria Island,178346963,170,True
4345,Chandler PLC,Real Estate,Amuwo-Odofin,56495827,160,False
4346,Davila LLC,Retail,Mushin,396006885,337,False
4347,"Reeves, Larsen and Collins",Manufacturing,Ikorodu,306364176,467,False
4348,Wolfe-Davis,Manufacturing,Lekki,311636459,322,False
4349,Weeks PLC,Tech,Yaba,213105740,436,False
4350,Mitchell Ltd,Finance,Amuwo-Odofin,290617051,38,False
4351,Ward-Blake,Manufacturing,Ajah,194249179,156,True
4352,Page Group,Finance,Shomolu,406309244,280,False
4353,James LLC,Finance,Somolu,333455706,334,True
4354,"Vasquez, Johnson and Johnson",Retail,Ajah,110983265,268,True
4355,Hunt LLC,Manufacturing,Agege,329777528,313,True
4356,Delgado and Sons,Finance,Amuwo-Odofin,101895366,288,False
4357,"Graham, Johnson and Skinner",Manufacturing,Epe,428789454,242,True
4358,"Wolf, Odom and Garrett",Real Estate,Ikeja,221701469,488,False
4359,Mann LLC,Manufacturing,Ajah,115593327,210,True
4360,Ramirez and Sons,Real Estate,Oshodi-Isolo,64929906,271,True
4361,"Craig, Porter and Sullivan",Tech,Ikorodu,321221689,90,True
4362,Osborne-Johnson,Retail,Ifako-Ijaiye,232136327,500,False
4363,Bell-Miller,Finance,Shomolu,69372317,110,True
4364,"Anderson, Ho and Porter",Tech,Shomolu,452869696,205,True
4365,Stephens Group,Real Estate,Oshodi-Isolo,221561412,401,True
4366,Snyder-Meyer,Manufacturing,Ikeja,235588379,383,True
4367,"Russell, Townsend and Hunt",Tech,Mushin,257610570,305,True
4368,Herring-Delgado,Real Estate,Surulere,493849077,208,True
4369,Garcia-Everett,Retail,Agege,411804768,270,True
4370,Irwin-Harrell,Finance,Lekki,85946441,442,False
4371,Gardner-Montgomery,Retail,Apapa,334301993,247,False
4372,Bartlett Group,Real Estate,Ikorodu,484575624,223,False
4373,Medina-Lee,Tech,Yaba,178039630,266,True
4374,Conley-Butler,Tech,Victoria Island,467502589,253,True
4375,Campbell Group,Finance,Alimosho,133783154,227,False
4376,Powell-Jones,Finance,Surulere,452426672,314,True
4377,Lopez-Long,Real Estate,Badagry,453600604,244,True
4378,"Colon, Mcmillan and Lozano",Manufacturing,Ajah,21858967,224,False
4379,Graham-Ferguson,Tech,Badagry,461809516,420,True
4380,"Ortiz, Cantu and Taylor",Retail,Ajah,47616699,248,True
4381,Mcdonald Group,Tech,Ikorodu,444380661,104,True
4382,Nunez Inc,Real Estate,Badagry,269186162,35,False
4383,"Roberts, Ortiz and Bush",Tech,Oshodi-Isolo,236755137,212,True
4384,"Foster, Dawson and Smith",Retail,Ifako-Ijaiye,467353389,132,False
4385,Valdez Group,Real Estate,Oshodi-Isolo,344762003,212,True
4386,Rivera-Davis,Finance,Victoria Island,481493875,317,True
4387,Pitts-Barnes,Retail,Epe,52284841,113,False
4388,"Lee, Rodriguez and Ramirez",Finance,Amuwo-Odofin,126586001,417,False
4389,"Barr, Spencer and Allen",Retail,Epe,147426835,462,True
4390,Walker-Bradley,Real Estate,Alimosho,231136991,128,False
4391,Thomas-Soto,Finance,Somolu,452334325,321,False
4392,Wilson-Gonzales,Finance,Eti-Osa,284750697,416,True
4393,Wade-Jones,Retail,Ifako-Ijaiye,203551375,399,True
4394,Wilson PLC,Manufacturing,Somolu,91872556,253,False
4395,Herrera and Sons,Finance,Ajah,422875626,397,False
4396,"Smith, Russell and Vasquez",Tech,Yaba,233335513,12,True
4397,"Long, Cortez and Thomas",Manufacturing,Ajah,419087768,215,False
4398,Dickerson-Campbell,Tech,Amuwo-Odofin,36605583,442,False
4399,"White, Thomas and Cantu",Retail,Oshodi-Isolo,301355089,388,True
4400,"Hughes, May and Morgan",Manufacturing,Alimosho,443999122,484,True
4401,Carrillo Ltd,Finance,Epe,115075924,188,True
4402,"Bowers, Strickland and Soto",Real Estate,Ajah,287425053,354,False
4403,Gilbert-Graves,Tech,Agege,253435869,151,True
4404,"Garcia, Fisher and White",Manufacturing,Somolu,168498722,487,False
4405,Rios-Gonzalez,Tech,Epe,472766756,119,False
4406,Miller Inc,Real Estate,Somolu,58726299,138,False
4407,Rodriguez-Russell,Retail,Badagry,214846177,331,True
4408,Gilbert-Nixon,Real Estate,Apapa,46802483,338,True
4409,Kidd-Goodman,Retail,Ajah,28565154,469,False
4410,Huynh-Hartman,Finance,Epe,360958570,371,False
4411,Donaldson-Torres,Manufacturing,Oshodi-Isolo,367728378,426,False
4412,"Miller, Walker and Moyer",Finance,Agege,294756323,298,False
4413,"Ferguson, Salazar and Thomas",Finance,Surulere,432269834,298,True
4414,"Haynes, Wise and Hart",Finance,Ajah,481321728,109,False
4415,Stevens-Coffey,Retail,Eti-Osa,259027858,428,True
4416,Williams-Oliver,Tech,Amuwo-Odofin,195725515,310,True
4417,Perez LLC,Tech,Somolu,311718596,366,True
4418,"Sanchez, Morris and Green",Finance,Oshodi-Isolo,339515651,357,True
4419,Clark-Orozco,Retail,Lekki,240652344,471,True
4420,Hull-Johnson,Tech,Epe,25390481,111,False
4421,"Graham, Walker and Elliott",Manufacturing,Amuwo-Odofin,430095358,322,False
4422,"Stephens, Moreno and Grant",Finance,Amuwo-Odofin,225459285,432,True
4423,"Roberts, Mason and Tyler",Manufacturing,Surulere,56942027,264,False
4424,"Leach, Ball and Thomas",Retail,Surulere,194479066,454,False
4425,Harmon Inc,Finance,Agege,232750335,474,False
4426,Swanson-Burnett,Manufacturing,Mushin,426765027,31,True
4427,White LLC,Tech,Amuwo-Odofin,159373140,247,False
4428,Thomas Inc,Manufacturing,Yaba,104303668,231,True
4429,Dickson LLC,Manufacturing,Eti-Osa,244557444,197,True
4430,"Lane, Farmer and Smith",Finance,Kosofe,340352721,63,True
4431,Glass PLC,Tech,Mushin,16072617,474,True
4432,Clark-Nelson,Real Estate,Victoria Island,52357296,172,False
4433,"Neal, Black and Tyler",Finance,Apapa,34889845,39,True
4434,Woods Ltd,Tech,Somolu,7184203,11,True
4435,Sullivan-Cole,Finance,Eti-Osa,35633257,224,False
4436,Meyer Inc,Manufacturing,Ikorodu,334306201,284,True
4437,Johnson-Herrera,Retail,Mushin,247708643,193,True
4438,Payne-Coleman,Manufacturing,Lekki,362894297,38,False
4439,Lee and Sons,Manufacturing,Shomolu,161692423,411,True
4440,"Martinez, Robinson and Sandoval",Tech,Victoria Island,372299110,64,True
4441,"Lee, Brown and Richardson",Retail,Surulere,261264920,272,True
4442,"Campbell, Beasley and James",Real Estate,Ikeja,448594725,352,False
4443,"Peterson, Davis and Fields",Real Estate,Yaba,216085526,359,False
4444,"Rodriguez, Reed and Jackson",Finance,Badagry,286848508,332,True
4445,Duncan-Johnson,Retail,Kosofe,460039390,433,True
4446,Parker and Sons,Tech,Shomolu,213127886,100,False
4447,Parks and Sons,Manufacturing,Badagry,34613141,252,False
4448,"Boyd, Edwards and Scott",Finance,Lekki,363952733,25,True
4449,Oneal-Wiley,Real Estate,Amuwo-Odofin,381154325,93,False
4450,Randolph-Shaw,Real Estate,Apapa,302230195,325,False
4451,"Johnson, Scott and Brock",Real Estate,Oshodi-Isolo,85864298,354,False
4452,Munoz-Cannon,Finance,Badagry,277373310,320,True
4453,"Terry, Welch and Anderson",Finance,Badagry,42639139,250,True
4454,Shaw PLC,Tech,Amuwo-Odofin,297086949,351,False
4455,"Collier, Hudson and Ali",Real Estate,Amuwo-Odofin,309655730,292,True
4456,"Hunt, Nelson and Russell",Retail,Surulere,495547089,78,False
4457,Ferguson-Dean,Real Estate,Lekki,446364838,434,False
4458,Williams LLC,Retail,Apapa,279423232,469,True
4459,Burke-Green,Retail,Alimosho,130717009,326,True
4460,Roach-Joseph,Tech,Epe,219893117,497,False
4461,Morgan Inc,Tech,Ajah,44802819,297,False
4462,Mcpherson-Neal,Manufacturing,Eti-Osa,139525450,441,True
4463,"Jacobs, Carlson and Rosales",Retail,Ajah,145986137,467,False
4464,"Perez, Pacheco and Huffman",Retail,Mushin,102290836,89,True
4465,Cole-Herrera,Finance,Oshodi-Isolo,16150446,476,False
4466,Sullivan-Gilbert,Retail,Somolu,131986872,320,True
4467,"Thomas, Rodriguez and Lee",Finance,Ikeja,207901576,472,False
4468,"Watson, Diaz and Hodges",Retail,Badagry,449782880,64,True
4469,"Huber, Allen and Thomas",Tech,Surulere,238486650,270,False
4470,"Logan, Henry and Carpenter",Tech,Yaba,79201092,40,True
4471,"Scott, Sullivan and Randolph",Real Estate,Amuwo-Odofin,369043172,203,True
4472,"Heath, Turner and Moore",Retail,Ajah,331108740,446,False
4473,"Smith, Bennett and Myers",Tech,Amuwo-Odofin,483193249,214,True
4474,"Meza, Leonard and Cooper",Manufacturing,Ajah,239721801,87,True
4475,Osborne-Molina,Finance,Agege,398180163,253,True
4476,Hill Inc,Manufacturing,Lekki,28279158,228,True
4477,"Ray, Patel and Bailey",Finance,Ifako-Ijaiye,99349258,301,True
4478,"Lee, Jones and Smith",Retail,Surulere,333571675,351,True
4479,Contreras-Morgan,Real Estate,Yaba,106948360,341,False
4480,Hood Group,Retail,Mushin,228749895,303,False
4481,Moore-Deleon,Retail,Alimosho,438662977,62,False
4482,"Hays, Reyes and Jimenez",Finance,Victoria Island,461950175,377,True
4483,"White, Walker and Brooks",Retail,Ajah,325133130,388,True
4484,Solis-Elliott,Finance,Surulere,276490082,341,False
4485,Wilson LLC,Manufacturing,Yaba,335046612,121,True
4486,"Barnes, Sexton and Taylor",Finance,Epe,99819668,314,True
4487,"Palmer, Padilla and Wilson",Manufacturing,Amuwo-Odofin,274631520,316,True
4488,Anderson Ltd,Finance,Ifako-Ijaiye,499825902,391,False
4489,Payne-Robinson,Manufacturing,Ajah,280293185,415,True
4490,Smith-Alvarez,Retail,Somolu,120671534,162,False
4491,Hale-Collins,Tech,Badagry,223320673,381,False
4492,"Smith, Freeman and King",Tech,Lekki,64996932,271,True
4493,Lawson-Hodges,Retail,Shomolu,478769195,430,True
4494,Perez-Winters,Real Estate,Yaba,170834090,294,False
4495,Medina-Dickerson,Finance,Ikorodu,208955601,119,False
4496,Hill and Sons,Real Estate,Badagry,104899086,449,True
4497,"Mcdonald, Cunningham and Wheeler",Retail,Ajah,91499993,125,False
4498,"Mcdonald, King and Taylor",Finance,Somolu,411297132,43,False
4499,Hall-Jordan,Retail,Kosofe,304115349,32,True
4500,Lopez-Moore,Manufacturing,Mushin,167967741,32,True
4501,Lucas-Carter,Real Estate,Somolu,395637101,408,False
4502,Curry-Brewer,Real Estate,Alimosho,176426781,177,True
4503,Quinn-Oconnor,Real Estate,Apapa,302543784,372,True
4504,Preston-Hernandez,Finance,Epe,227128375,153,False
4505,Singleton Inc,Finance,Oshodi-Isolo,103645961,87,False
4506,"Moore, Flores and Douglas",Tech,Epe,200753445,463,False
4507,Green LLC,Manufacturing,Eti-Osa,61702870,95,True
4508,"Perry, Scott and Buchanan",Manufacturing,Surulere,263424880,100,False
4509,Snyder-Owen,Retail,Apapa,160448799,295,False
4510,"Thompson, Patterson and Ramirez",Real Estate,Eti-Osa,167988785,401,False
4511,Ramirez Inc,Retail,Epe,78098803,224,False
4512,Reynolds Ltd,Manufacturing,Surulere,224270503,446,True
