id,owner_id,lga,property_type,estimated_value
15747,15747,Ajah,Commercial,9876590.62
15748,15748,Lekki,Residential,45419202.62
15749,15749,Ifako-Ijaiye,Commercial,9382767.49
15750,15750,Amuwo-Odofin,Residential,13062647.02
15751,15751,Badagry,Commercial,21358318.84
15752,15752,Ifako-Ijaiye,Commercial,16824620.71
15753,15753,Ikeja,Commercial,8677362.44
15754,15754,Mushin,Residential,12897721.33
15755,15755,Shomolu,Residential,13857116.53
15756,15756,Ifako-Ijaiye,Residential,11052670.3
15757,15757,Mushin,Commercial,5302901.23
15758,15758,Kosofe,Residential,20570752.81
15759,15759,Epe,Residential,13479302.09
15760,15760,Amuwo-Odofin,Residential,4300459.14
15761,15761,Alimosho,Commercial,2910576.71
15762,15762,Mushin,Residential,1413391.82
15763,15763,Ifako-Ijaiye,Commercial,20109207.11
15764,15764,Oshodi-Isolo,Commercial,8243192.38
15765,15765,Yaba,Commercial,17443515.04
15766,15766,Ikeja,Residential,10683693.6
15767,15767,Victoria Island,Residential,28959938.87
15768,15768,Ikorodu,Residential,7462625.56
15769,15769,Lekki,Residential,31209705.93
15770,15770,Shomolu,Residential,17021933.84
15771,15771,Ajah,Commercial,8010985.92
15772,15772,Surulere,Commercial,7581610.41
15773,15773,Ikeja,Commercial,35932759.22
15774,15774,Kosofe,Commercial,19505362.26
15775,15775,Alimosho,Residential,8392964.69
15776,15776,Ifako-Ijaiye,Residential,12793612.64
15777,15777,Ikorodu,Residential,3383018.17
15778,15778,Epe,Residential,2699226.33
15779,15779,Apapa,Commercial,1276325.87
15780,15780,Kosofe,Commercial,11090609.85
15781,15781,Apapa,Commercial,15603387.07
15782,15782,Mushin,Commercial,13360628.9
15783,15783,Ikeja,Residential,15360598.41
15784,15784,Kosofe,Residential,25664167.68
15785,15785,Epe,Residential,11332720.55
15786,15786,Badagry,Commercial,19350479.8
15787,15787,Kosofe,Commercial,23638855.5
15788,15788,Oshodi-Isolo,Residential,21824584.02
15789,15789,Lekki,Residential,5363102.51
15790,15790,Oshodi-Isolo,Residential,5093981.12
15791,15791,Amuwo-Odofin,Commercial,14243098.24
15792,15792,Mushin,Commercial,15150381.36
15793,15793,Agege,Residential,7009324.58
15794,15794,Epe,Commercial,3321059.98
15795,15795,Oshodi-Isolo,Commercial,4155638.39
15796,15796,Ikorodu,Residential,1707537.97
15797,15797,Ajah,Commercial,14551340.43
15798,15798,Oshodi-Isolo,Residential,10567652.19
15799,15799,Mushin,Commercial,9050946.16
15800,15800,Apapa,Commercial,9090913.51
15801,15801,Ikeja,Commercial,20693154.97
15802,15802,Oshodi-Isolo,Commercial,25349096.38
15803,15803,Badagry,Residential,5954186.08
15804,15804,Victoria Island,Commercial,50285025.98
15805,15805,Amuwo-Odofin,Residential,12023867.01
15806,15806,Amuwo-Odofin,Residential,3867781.74
15807,15807,Amuwo-Odofin,Residential,4474553.12
15808,15808,Apapa,Residential,2919190.73
15809,15809,Victoria Island,Residential,40863311.03
15810,15810,Yaba,Residential,17236730.29
15811,15811,Eti-Osa,Residential,34019895.86
15812,15812,Badagry,Residential,13777617.13
15813,15813,Apapa,Residential,10192753.57
15814,15814,Somolu,Residential,11493541.43
15815,15815,Yaba,Commercial,12188801.16
15816,15816,Surulere,Residential,4205640.02
15817,15817,Badagry,Residential,2242211.65
15818,15818,Epe,Commercial,7815845.93
15819,15819,Yaba,Commercial,17854590.03
15820,15820,Badagry,Residential,9633651.79
15821,15821,Surulere,Commercial,5301841.79
15822,15822,Alimosho,Commercial,3781404.3
15823,15823,Epe,Residential,7354161.41
15824,15824,Agege,Commercial,13712364.14
15825,15825,Somolu,Commercial,23136638.63
15826,15826,Ikeja,Commercial,27389354.25
15827,15827,Eti-Osa,Commercial,4736472.02
15828,15828,Victoria Island,Residential,26804674.01
15829,15829,Alimosho,Residential,1364363.58
15830,15830,Yaba,Residential,15640296.23
15831,15831,Yaba,Commercial,9268579.02
15832,15832,Shomolu,Residential,6646414.68
15833,15833,Badagry,Commercial,4949172.92
15834,15834,Shomolu,Commercial,12943679.72
15835,15835,Ikeja,Commercial,2336933.13
15836,15836,Lekki,Commercial,40773213.82
15837,15837,Amuwo-Odofin,Residential,12514938.16
15838,15838,Ikeja,Residential,9400600.88
15839,15839,Agege,Commercial,7107843.72
15840,15840,Kosofe,Commercial,22120164.69
15841,15841,Eti-Osa,Residential,1773574.41
15842,15842,Eti-Osa,Commercial,16797417.12
15843,15843,Shomolu,Commercial,4292001.43
15844,15844,Epe,Residential,9367508.8
15845,15845,Ikorodu,Commercial,2304301.03
15846,15846,Mushin,Commercial,7640674.32
15847,15847,Eti-Osa,Commercial,32091403.71
15848,15848,Shomolu,Residential,13135954.97
15849,15849,Ikorodu,Commercial,15613665.98
15850,15850,Yaba,Residential,18387303.47
15851,15851,Shomolu,Commercial,15702394.28
15852,15852,Ifako-Ijaiye,Residential,11321391.23
15853,15853,Badagry,Commercial,8307397.99
15854,15854,Badagry,Commercial,16326877.18
15855,15855,Surulere,Commercial,11062273.04
15856,15856,Agege,Commercial,7021220.43
15857,15857,Oshodi-Isolo,Residential,9705314.79
15858,15858,Eti-Osa,Commercial,15668890.38
15859,15859,Apapa,Residential,21541707.62
15860,15860,Shomolu,Commercial,6088221.72
15861,15861,Epe,Residential,19102758.61
15862,15862,Lekki,Residential,19076829.26
15863,15863,Ikorodu,Residential,12273137.46
15864,15864,Ajah,Commercial,9970140.2
15865,15865,Yaba,Commercial,18410784.48
15866,15866,Victoria Island,Residential,30162929.11
15867,15867,Ikeja,Residential,18886809.33
15868,15868,Yaba,Commercial,29644942.43
15869,15869,Surulere,Commercial,31587744.38
15870,15870,Yaba,Commercial,4290628.83
15871,15871,Somolu,Residential,13679544.86
15872,15872,Ikorodu,Residential,10295975.55
15873,15873,Surulere,Residential,8477958.99
15874,15874,Eti-Osa,Commercial,22453850.06
15875,15875,Eti-Osa,Residential,5718942.65
15876,15876,Lekki,Residential,13742776.29
15877,15877,Shomolu,Residential,22022124.39
15878,15878,Shomolu,Residential,21810477.73
15879,15879,Apapa,Residential,1240801.49
15880,15880,Victoria Island,Residential,54990687.23
15881,15881,Amuwo-Odofin,Commercial,1843746.7
15882,15882,Eti-Osa,Commercial,13684010.53
15883,15883,Ikorodu,Residential,561726.64
15884,15884,Epe,Commercial,28068509.05
15885,15885,Yaba,Residential,33962640.78
15886,15886,Shomolu,Residential,12009826.63
15887,15887,Amuwo-Odofin,Residential,14641788.09
15888,15888,Ikorodu,Residential,3388034.16
15889,15889,Victoria Island,Residential,7010421.78
15890,15890,Mushin,Residential,19726000.69
15891,15891,Epe,Residential,15207906.88
15892,15892,Ikorodu,Residential,6059983.05
15893,15893,Agege,Commercial,3816471.4
15894,15894,Somolu,Residential,15817172.97
15895,15895,Mushin,Commercial,3586556.6
15896,15896,Amuwo-Odofin,Residential,16424854.48
15897,15897,Ikeja,Commercial,6514766.43
15898,15898,Surulere,Residential,20088424.34
15899,15899,Surulere,Residential,9837017.71
15900,15900,Ajah,Residential,19366410.88
15901,15901,Ajah,Residential,4133761.82
15902,15902,Yaba,Commercial,3902467.14
15903,15903,Epe,Residential,5828150.7
15904,15904,Eti-Osa,Residential,2957259.07
15905,15905,Badagry,Commercial,17520915.93
15906,15906,Ikorodu,Residential,7238580.01
15907,15907,Alimosho,Commercial,8699489.12
15908,15908,Shomolu,Residential,6816203.21
15909,15909,Ikeja,Residential,22143423.13
15910,15910,Apapa,Commercial,8799525.61
15911,15911,Oshodi-Isolo,Commercial,11632832.28
15912,15912,Epe,Commercial,13747280.73
15913,15913,Surulere,Residential,31688677.93
15914,15914,Apapa,Residential,6449947.13
15915,15915,Alimosho,Commercial,14069489.86
15916,15916,Agege,Commercial,4222755.57
15917,15917,Apapa,Residential,3011423.54
15918,15918,Mushin,Residential,1936971.26
15919,15919,Surulere,Commercial,33821020.34
15920,15920,Apapa,Residential,19081901.21
15921,15921,Ifako-Ijaiye,Residential,4208319.2
15922,15922,Yaba,Commercial,25887187.12
15923,15923,Yaba,Commercial,11892311.83
15924,15924,Victoria Island,Residential,40904279.87
15925,15925,Ajah,Residential,16095556.43
15926,15926,Badagry,Residential,9918469.52
15927,15927,Amuwo-Odofin,Commercial,5877208.59
15928,15928,Somolu,Commercial,17283972.6
15929,15929,Surulere,Residential,2150340.14
15930,15930,Alimosho,Commercial,6635620.71
15931,15931,Oshodi-Isolo,Residential,3273612.32
15932,15932,Amuwo-Odofin,Commercial,4327479.25
15933,15933,Agege,Commercial,6951348.64
15934,15934,Ajah,Residential,16926395.52
15935,15935,Amuwo-Odofin,Residential,5644210.52
15936,15936,Ikorodu,Residential,2781771.78
15937,15937,Alimosho,Residential,3270117.18
15938,15938,Yaba,Commercial,18957857.6
15939,15939,Lekki,Commercial,13150906.72
15940,15940,Surulere,Residential,28333274.77
15941,15941,Kosofe,Commercial,9137326.39
15942,15942,Badagry,Commercial,9237271.67
15943,15943,Apapa,Residential,8304559.81
15944,15944,Ajah,Commercial,17128909.28
15945,15945,Agege,Residential,3620089.67
15946,15946,Agege,Residential,9323526.18
15947,15947,Somolu,Commercial,2023516.51
15948,15948,Somolu,Residential,12859409.79
15949,15949,Oshodi-Isolo,Residential,12308102.01
15950,15950,Ifako-Ijaiye,Residential,16180983.42
15951,15951,Shomolu,Residential,9010545.9
15952,15952,Somolu,Residential,11536647.29
15953,15953,Ifako-Ijaiye,Commercial,19414728.0
15954,15954,Mushin,Residential,12720980.33
15955,15955,Epe,Commercial,8921449.96
15956,15956,Kosofe,Commercial,9246701.43
15957,15957,Amuwo-Odofin,Residential,16179673.87
15958,15958,Ifako-Ijaiye,Residential,11103097.9
15959,15959,Epe,Commercial,3629579.29
15960,15960,Agege,Residential,1154134.41
15961,15961,Amuwo-Odofin,Commercial,5796666.46
15962,15962,Ajah,Commercial,8265826.35
15963,15963,Apapa,Residential,1195014.02
15964,15964,Somolu,Commercial,6696386.27
15965,15965,Oshodi-Isolo,Commercial,7231001.6
15966,15966,Somolu,Residential,23843685.05
15967,15967,Badagry,Residential,8915852.04
15968,15968,Amuwo-Odofin,Commercial,1976447.58
15969,15969,Badagry,Residential,19704731.61
15970,15970,Yaba,Residential,6404138.11
15971,15971,Kosofe,Residential,10218591.0
15972,15972,Lekki,Commercial,45780563.67
15973,15973,Shomolu,Commercial,23513241.89
15974,15974,Badagry,Commercial,4575402.72
15975,15975,Badagry,Residential,13838834.71
15976,15976,Kosofe,Commercial,4428808.13
15977,15977,Eti-Osa,Residential,28660793.05
15978,15978,Alimosho,Commercial,11597597.04
15979,15979,Apapa,Residential,13111654.13
15980,15980,Somolu,Residential,13378316.83
15981,15981,Ifako-Ijaiye,Residential,4981995.88
15982,15982,Ikorodu,Commercial,7042059.83
15983,15983,Oshodi-Isolo,Commercial,7373324.14
15984,15984,Shomolu,Residential,13400459.09
15985,15985,Alimosho,Residential,12211439.61
15986,15986,Ikorodu,Residential,5943491.67
15987,15987,Yaba,Residential,19442734.87
15988,15988,Mushin,Residential,25396897.57
15989,15989,Oshodi-Isolo,Commercial,6894466.67
15990,15990,Surulere,Commercial,16140334.79
15991,15991,Apapa,Residential,1166681.52
15992,15992,Ifako-Ijaiye,Residential,5897170.33
15993,15993,Lekki,Commercial,66169514.45
15994,15994,Ifako-Ijaiye,Residential,16660399.34
15995,15995,Agege,Commercial,10932733.11
15996,15996,Ifako-Ijaiye,Residential,14258400.12
15997,15997,Agege,Commercial,3038243.16
15998,15998,Yaba,Commercial,4683712.24
15999,15999,Victoria Island,Residential,31211261.41
16000,16000,Surulere,Residential,13407222.49
16001,16001,Mushin,Commercial,6686759.47
16002,16002,Ikorodu,Residential,4967554.7
16003,16003,Apapa,Residential,16489582.28
16004,16004,Shomolu,Residential,17458254.89
16005,16005,Ikeja,Commercial,19591919.02
16006,16006,Apapa,Residential,755801.64
16007,16007,Agege,Residential,11641561.69
16008,16008,Kosofe,Commercial,14758967.49
16009,16009,Mushin,Residential,11747836.96
16010,16010,Ikorodu,Residential,6328355.46
16011,16011,Ajah,Residential,10697538.63
16012,16012,Victoria Island,Commercial,22651769.96
16013,16013,Victoria Island,Residential,18423222.64
16014,16014,Surulere,Residential,6949272.81
16015,16015,Amuwo-Odofin,Commercial,3257937.98
16016,16016,Oshodi-Isolo,Residential,18270119.76
16017,16017,Lekki,Residential,18065132.76
16018,16018,Surulere,Commercial,2585420.56
16019,16019,Ajah,Residential,1888310.01
16020,16020,Kosofe,Residential,3985689.69
16021,16021,Ikeja,Commercial,27171885.81
16022,16022,Somolu,Commercial,1154945.13
16023,16023,Mushin,Residential,17021664.44
16024,16024,Ikeja,Commercial,29758971.34
16025,16025,Yaba,Commercial,6914480.52
16026,16026,Mushin,Commercial,1334765.39
16027,16027,Lekki,Commercial,20805112.5
16028,16028,Surulere,Residential,29163429.48
16029,16029,Surulere,Residential,17422419.22
16030,16030,Ikorodu,Residential,4836523.93
16031,16031,Alimosho,Commercial,3156448.04
16032,16032,Mushin,Commercial,27471603.13
16033,16033,Surulere,Commercial,5986117.42
16034,16034,Kosofe,Residential,8264748.94
16035,16035,Badagry,Commercial,12006121.13
16036,16036,Ikorodu,Residential,5809852.08
16037,16037,Ikeja,Commercial,14470890.45
16038,16038,Surulere,Residential,11056277.42
16039,16039,Oshodi-Isolo,Residential,10501282.45
16040,16040,Apapa,Commercial,17604460.66
16041,16041,Mushin,Commercial,5484146.57
16042,16042,Victoria Island,Commercial,29312244.96
16043,16043,Somolu,Residential,10132976.99
16044,16044,Ikorodu,Residential,7611815.11
16045,16045,Mushin,Commercial,3218126.72
16046,16046,Lekki,Residential,4674824.84
16047,16047,Surulere,Residential,1886121.22
16048,16048,Somolu,Commercial,16144707.09
16049,16049,Ajah,Residential,4210954.06
16050,16050,Alimosho,Commercial,11178743.94
16051,16051,Surulere,Commercial,21223471.57
16052,16052,Ifako-Ijaiye,Residential,11682725.63
16053,16053,Ifako-Ijaiye,Residential,26188321.39
16054,16054,Ajah,Residential,8186630.77
16055,16055,Mushin,Commercial,8404607.71
16056,16056,Oshodi-Isolo,Residential,22548589.42
16057,16057,Victoria Island,Commercial,15247722.03
16058,16058,Epe,Residential,17167840.09
16059,16059,Somolu,Residential,9308770.54
16060,16060,Amuwo-Odofin,Residential,14337962.53
16061,16061,Apapa,Commercial,16256859.83
16062,16062,Lekki,Residential,41139109.11
16063,16063,Badagry,Residential,11817336.24
16064,16064,Amuwo-Odofin,Residential,14845458.74
16065,16065,Surulere,Commercial,15669552.68
16066,16066,Ikeja,Commercial,29150273.44
16067,16067,Badagry,Residential,11048169.31
16068,16068,Surulere,Commercial,16903131.96
16069,16069,Ifako-Ijaiye,Residential,9276573.89
16070,16070,Oshodi-Isolo,Commercial,9996127.37
16071,16071,Somolu,Residential,9105546.04
16072,16072,Victoria Island,Residential,32233897.12
16073,16073,Apapa,Commercial,5023448.44
16074,16074,Kosofe,Residential,13702900.69
16075,16075,Badagry,Commercial,3785689.44
16076,16076,Agege,Residential,2196706.07
16077,16077,Alimosho,Commercial,13607935.55
16078,16078,Mushin,Commercial,2676267.57
16079,16079,Lekki,Residential,13397665.62
16080,16080,Ajah,Commercial,1711876.6
16081,16081,Eti-Osa,Commercial,10598479.63
16082,16082,Agege,Residential,2766941.98
16083,16083,Lekki,Commercial,45923760.9
16084,16084,Agege,Commercial,3275204.48
16085,16085,Mushin,Residential,2861310.05
16086,16086,Surulere,Commercial,13930940.07
16087,16087,Victoria Island,Residential,21115067.36
16088,16088,Kosofe,Residential,19428690.25
16089,16089,Surulere,Commercial,9914623.79
16090,16090,Agege,Residential,10777513.62
16091,16091,Badagry,Commercial,16475494.32
16092,16092,Amuwo-Odofin,Residential,14520790.22
16093,16093,Apapa,Residential,16442481.92
16094,16094,Kosofe,Commercial,22506391.88
16095,16095,Oshodi-Isolo,Commercial,21345758.14
16096,16096,Epe,Commercial,863166.48
16097,16097,Apapa,Commercial,4590775.9
16098,16098,Lekki,Residential,30989994.84
16099,16099,Mushin,Commercial,11321824.93
16100,16100,Shomolu,Commercial,14530916.79
16101,16101,Badagry,Commercial,24097196.93
16102,16102,Amuwo-Odofin,Residential,23336457.19
16103,16103,Mushin,Commercial,10952455.11
16104,16104,Badagry,Commercial,21897020.45
16105,16105,Victoria Island,Residential,41628750.01
16106,16106,Epe,Residential,9764920.08
16107,16107,Ifako-Ijaiye,Commercial,22293728.75
16108,16108,Lekki,Residential,5107995.38
16109,16109,Somolu,Residential,13659944.63
16110,16110,Ajah,Residential,12415037.04
16111,16111,Lekki,Commercial,26831957.81
16112,16112,Lekki,Residential,38116799.47
16113,16113,Alimosho,Residential,13761587.66
16114,16114,Shomolu,Residential,20757190.92
16115,16115,Yaba,Residential,11257029.35
16116,16116,Somolu,Commercial,9201791.94
16117,16117,Yaba,Commercial,4679790.81
16118,16118,Victoria Island,Residential,45242709.27
16119,16119,Somolu,Commercial,16128374.04
16120,16120,Mushin,Commercial,3629760.1
16121,16121,Yaba,Residential,11693744.53
16122,16122,Apapa,Commercial,23356758.95
16123,16123,Somolu,Commercial,13506616.86
16124,16124,Victoria Island,Commercial,4982827.87
16125,16125,Mushin,Commercial,1044894.6
16126,16126,Apapa,Commercial,10166536.83
16127,16127,Mushin,Residential,8985197.82
16128,16128,Victoria Island,Residential,23506891.15
16129,16129,Victoria Island,Residential,57366302.68
16130,16130,Shomolu,Commercial,16761780.38
16131,16131,Somolu,Commercial,2592159.25
16132,16132,Eti-Osa,Residential,16836696.13
16133,16133,Lekki,Residential,13842470.59
16134,16134,Epe,Residential,5741793.16
16135,16135,Agege,Residential,5694025.01
16136,16136,Ifako-Ijaiye,Residential,8804719.04
16137,16137,Yaba,Residential,19248458.61
16138,16138,Oshodi-Isolo,Commercial,2230124.37
16139,16139,Amuwo-Odofin,Commercial,4716672.72
16140,16140,Ifako-Ijaiye,Commercial,5549504.13
16141,16141,Somolu,Residential,1922005.5
16142,16142,Mushin,Residential,8738043.88
16143,16143,Ikorodu,Residential,7392887.84
16144,16144,Ikorodu,Commercial,8448806.04
16145,16145,Ajah,Residential,14596396.05
16146,16146,Ikeja,Residential,25184712.67
16147,16147,Ikorodu,Commercial,10657170.17
16148,16148,Ajah,Commercial,15209115.93
16149,16149,Ajah,Residential,16174297.22
16150,16150,Epe,Residential,18150887.22
16151,16151,Ajah,Commercial,15372146.36
16152,16152,Lekki,Residential,17401035.42
16153,16153,Ifako-Ijaiye,Residential,6017436.29
16154,16154,Shomolu,Commercial,10011926.61
16155,16155,Ifako-Ijaiye,Residential,14135804.21
16156,16156,Victoria Island,Commercial,17797086.81
16157,16157,Victoria Island,Residential,8234366.04
16158,16158,Ifako-Ijaiye,Commercial,5880875.67
16159,16159,Ikorodu,Commercial,14679403.74
16160,16160,Surulere,Commercial,15477128.72
16161,16161,Oshodi-Isolo,Residential,10039012.46
16162,16162,Kosofe,Commercial,22057847.77
16163,16163,Alimosho,Commercial,8504515.26
16164,16164,Ikeja,Residential,11715529.65
16165,16165,Somolu,Commercial,1103053.47
16166,16166,Lekki,Commercial,20039847.08
16167,16167,Shomolu,Commercial,2740465.34
16168,16168,Ajah,Residential,15248191.49
16169,16169,Victoria Island,Residential,51239738.77
16170,16170,Victoria Island,Residential,3130866.43
16171,16171,Oshodi-Isolo,Residential,3743639.9
16172,16172,Yaba,Residential,5018597.6
16173,16173,Epe,Residential,4950171.74
16174,16174,Amuwo-Odofin,Residential,19488246.41
16175,16175,Oshodi-Isolo,Residential,16546610.22
16176,16176,Shomolu,Residential,7983416.71
16177,16177,Shomolu,Commercial,6945667.64
16178,16178,Amuwo-Odofin,Residential,2918350.36
16179,16179,Agege,Residential,913454.1
16180,16180,Lekki,Residential,49697012.43
16181,16181,Ikorodu,Commercial,6095724.52
16182,16182,Lekki,Residential,59850881.85
16183,16183,Lekki,Residential,11872652.01
16184,16184,Apapa,Commercial,6570814.04
16185,16185,Oshodi-Isolo,Residential,7110884.18
16186,16186,Yaba,Commercial,30448133.89
16187,16187,Shomolu,Commercial,11518467.9
16188,16188,Kosofe,Commercial,8404511.92
16189,16189,Yaba,Commercial,15134256.38
16190,16190,Epe,Commercial,16804581.02
16191,16191,Ikeja,Residential,5721207.88
16192,16192,Somolu,Commercial,6499664.91
16193,16193,Ikorodu,Commercial,12086932.62
16194,16194,Shomolu,Commercial,12806334.02
16195,16195,Mushin,Commercial,8560055.7
16196,16196,Shomolu,Commercial,2648843.47
16197,16197,Yaba,Residential,4306504.65
16198,16198,Mushin,Commercial,20399953.2
16199,16199,Ikeja,Residential,13815766.18
16200,16200,Ajah,Residential,7097395.17
16201,16201,Agege,Commercial,1795440.32
16202,16202,Oshodi-Isolo,Commercial,1683815.18
16203,16203,Victoria Island,Residential,20818582.75
16204,16204,Badagry,Residential,23670649.43
16205,16205,Oshodi-Isolo,Commercial,4530157.97
16206,16206,Victoria Island,Residential,57854364.69
16207,16207,Kosofe,Residential,25149750.28
16208,16208,Epe,Commercial,4173901.09
16209,16209,Ikorodu,Residential,5817143.74
16210,16210,Ajah,Commercial,19002662.09
16211,16211,Somolu,Residential,9087107.94
16212,16212,Ajah,Commercial,6611491.07
16213,16213,Somolu,Commercial,3412301.96
16214,16214,Surulere,Residential,10908289.89
16215,16215,Victoria Island,Commercial,6790067.56
16216,16216,Apapa,Residential,1987818.6
16217,16217,Yaba,Residential,6059743.03
16218,16218,Apapa,Residential,2518087.75
16219,16219,Epe,Residential,6172215.4
16220,16220,Yaba,Residential,15150924.35
16221,16221,Lekki,Residential,33975068.5
16222,16222,Yaba,Residential,22485630.94
16223,16223,Victoria Island,Residential,24043494.06
16224,16224,Epe,Commercial,20006146.55
16225,16225,Lekki,Commercial,44309877.85
16226,16226,Victoria Island,Residential,28468643.96
16227,16227,Lekki,Residential,16162402.53
16228,16228,Ifako-Ijaiye,Residential,10344830.11
16229,16229,Oshodi-Isolo,Residential,3596012.31
16230,16230,Amuwo-Odofin,Residential,20833451.76
16231,16231,Agege,Residential,7559819.58
16232,16232,Kosofe,Commercial,3122913.9
16233,16233,Ifako-Ijaiye,Residential,17544788.71
16234,16234,Somolu,Commercial,5526256.3
16235,16235,Mushin,Residential,5969458.67
16236,16236,Epe,Residential,4035552.7
16237,16237,Victoria Island,Commercial,25846638.82
16238,16238,Kosofe,Commercial,10749591.88
16239,16239,Lekki,Commercial,55624167.14
16240,16240,Ikorodu,Residential,13456928.3
16241,16241,Lekki,Residential,15387938.38
16242,16242,Shomolu,Residential,2548782.24
16243,16243,Ikorodu,Commercial,16401305.35
16244,16244,Amuwo-Odofin,Commercial,18736537.12
16245,16245,Epe,Commercial,6893633.78
16246,16246,Amuwo-Odofin,Commercial,4298699.64
16247,16247,Ikorodu,Residential,4189343.57
16248,16248,Badagry,Residential,4686207.49
16249,16249,Ifako-Ijaiye,Commercial,10113323.49
16250,16250,Somolu,Commercial,9298223.21
16251,16251,Shomolu,Residential,17941354.34
16252,16252,Lekki,Residential,21586521.43
16253,16253,Kosofe,Commercial,9325269.91
16254,16254,Apapa,Commercial,27534494.27
16255,16255,Ikeja,Commercial,37593704.04
16256,16256,Oshodi-Isolo,Residential,17722301.25
16257,16257,Amuwo-Odofin,Commercial,16748643.4
16258,16258,Ifako-Ijaiye,Commercial,3247478.03
16259,16259,Amuwo-Odofin,Residential,22854227.32
16260,16260,Yaba,Commercial,5380711.3
16261,16261,Mushin,Commercial,17581439.6
16262,16262,Mushin,Commercial,8649442.89
16263,16263,Surulere,Commercial,13488693.17
16264,16264,Ikorodu,Commercial,6951472.69
16265,16265,Yaba,Residential,14753767.57
16266,16266,Epe,Residential,10988936.32
16267,16267,Surulere,Residential,31669017.79
16268,16268,Amuwo-Odofin,Residential,14517992.97
16269,16269,Lekki,Commercial,23468723.23
16270,16270,Mushin,Commercial,760922.33
16271,16271,Ikorodu,Commercial,11547836.31
16272,16272,Yaba,Residential,860249.01
16273,16273,Surulere,Residential,25277609.66
16274,16274,Badagry,Residential,2440663.16
16275,16275,Yaba,Residential,16038767.41
16276,16276,Alimosho,Residential,3585409.05
16277,16277,Ifako-Ijaiye,Residential,22293426.39
16278,16278,Ikeja,Commercial,7778231.58
16279,16279,Kosofe,Residential,10754808.77
16280,16280,Agege,Residential,12856344.09
16281,16281,Kosofe,Commercial,7895672.83
16282,16282,Badagry,Residential,5287292.97
16283,16283,Oshodi-Isolo,Residential,11024058.22
16284,16284,Amuwo-Odofin,Commercial,17130229.24
16285,16285,Amuwo-Odofin,Commercial,20226333.35
16286,16286,Eti-Osa,Residential,32707289.37
16287,16287,Oshodi-Isolo,Commercial,21109336.02
16288,16288,Badagry,Commercial,10908787.62
16289,16289,Lekki,Residential,29585982.79
16290,16290,Ikorodu,Commercial,13939074.51
16291,16291,Somolu,Commercial,6353188.37
16292,16292,Alimosho,Residential,9534251.72
16293,16293,Agege,Commercial,16856958.83
16294,16294,Ikorodu,Residential,10460124.75
16295,16295,Ikeja,Residential,14689295.04
16296,16296,Shomolu,Residential,13820488.36
16297,16297,Mushin,Commercial,26445298.07
16298,16298,Somolu,Commercial,4407938.14
16299,16299,Epe,Commercial,13490291.06
16300,16300,Mushin,Commercial,1296659.97
16301,16301,Agege,Commercial,7516576.67
16302,16302,Eti-Osa,Residential,2771317.21
16303,16303,Oshodi-Isolo,Residential,15859185.29
16304,16304,Ikeja,Commercial,36297115.25
16305,16305,Agege,Residential,2443412.32
16306,16306,Badagry,Residential,3560721.79
16307,16307,Badagry,Residential,9767511.96
16308,16308,Kosofe,Commercial,5097178.13
16309,16309,Ikeja,Commercial,20752818.2
16310,16310,Somolu,Residential,13632859.67
16311,16311,Ikeja,Residential,25269306.94
16312,16312,Yaba,Commercial,2754394.6
16313,16313,Agege,Residential,13840671.58
16314,16314,Alimosho,Residential,9710866.66
16315,16315,Epe,Residential,6888339.98
16316,16316,Shomolu,Commercial,13487974.37
16317,16317,Ifako-Ijaiye,Commercial,4346505.56
16318,16318,Victoria Island,Commercial,72450461.38
16319,16319,Victoria Island,Residential,55852611.76
16320,16320,Badagry,Residential,23923855.29
16321,16321,Amuwo-Odofin,Residential,10195421.37
16322,16322,Alimosho,Residential,5700793.78
16323,16323,Agege,Commercial,5398931.03
16324,16324,Apapa,Residential,15846096.74
16325,16325,Oshodi-Isolo,Residential,12233898.52
16326,16326,Victoria Island,Commercial,31576684.34
16327,16327,Kosofe,Commercial,10836992.82
16328,16328,Alimosho,Residential,8477000.81
16329,16329,Alimosho,Residential,2867217.77
16330,16330,Victoria Island,Residential,6963035.36
16331,16331,Amuwo-Odofin,Commercial,21149516.85
16332,16332,Shomolu,Commercial,16275707.92
16333,16333,Apapa,Residential,10722517.5
16334,16334,Alimosho,Residential,8973194.9
16335,16335,Eti-Osa,Residential,36188341.93
16336,16336,Ajah,Commercial,16258733.28
16337,16337,Mushin,Residential,3379937.85
16338,16338,Epe,Residential,4121652.1
16339,16339,Somolu,Commercial,2486156.33
16340,16340,Eti-Osa,Commercial,20418369.68
16341,16341,Surulere,Residential,18878270.43
16342,16342,Shomolu,Residential,1705618.02
16343,16343,Kosofe,Commercial,7201728.02
16344,16344,Victoria Island,Residential,26463799.18
16345,16345,Ikorodu,Residential,7663341.71
16346,16346,Epe,Residential,8503285.27
16347,16347,Mushin,Residential,2154671.59
16348,16348,Kosofe,Residential,11294929.3
16349,16349,Agege,Commercial,4469956.49
16350,16350,Lekki,Residential,29431481.62
16351,16351,Mushin,Residential,4298109.68
16352,16352,Badagry,Commercial,3875004.5
16353,16353,Ikorodu,Residential,5891589.17
16354,16354,Surulere,Residential,6605867.97
16355,16355,Eti-Osa,Residential,45368010.72
16356,16356,Mushin,Commercial,11487118.99
16357,16357,Lekki,Residential,8934064.87
16358,16358,Eti-Osa,Residential,18134123.23
